Tweets,AMG team Labeling ,Label,kkkkk,Dep_num,Non_num,0
صار لي حاجه غريبه لي يومين افكر فيها كنت اصلي الوتر وغفيت على السجاده كانت ضايقه فيني قمت من النوم لقيتني على السرير والسجاده مطبقه حلفت اهلي كلهم دخلوا غرفتي ما احد دخل وانا متأكده اني ما صحيت 🥲🥲🥲,1,2,2,,,
لله در وجه لا اقبل تبسمت قلوب ضايقة 🤍⋆ღ.,2,2,,,,
"""المُطمئن في هذه الحياة أنَّ الله يعلم ولا يخفى عليه شيء، حين يستشعر المؤمن معيَّة الله عزَّ وجل له في كل ضائقة تمر به وفي كل شدَّة وفي كل كربة يطمئن قلبه ويرتاح، حين يستشعر المؤمن لُطف الله المُحيط به في كل صغيرة وكبيرة وفي الشِّدَّة والرَّخاء امتلأ قلبه رضا.""",2,2,,,,
ياربّ ما خاب من قد قال ربّاھُ مُـدّتْ إليكَ بِـ جنح الّليلِ كـفّاھُ  ياربِّ أنت الرّجا في كلّ ضائقةٍ وأنت تـعلمُ ما بِـ القلب أخـفاھُ  إليك يـلجـأُ في الكُرباتِ متّكلاً  ومن سوِاك يجيبُ العبدَ ربّـاھُ,2,2,,,,
"""عوّدوا أنفسكم على أن تلتمسوا لُطف الله في كل شيء، حتى في الأحداث التي تأتي غامضة، وفي كل ضائقة، عوّدوا أنفسكم على قول: لعلّه خير، لعل الله صرفَ عني شرًا أجهله، لعل بعد ذلك فرجٌ ويُسر وتيسير، عوّدوا أنفسكم على الرِّضا دائمًا.. فسترون بعدها كيف أن الله يُرضيكم ويكفيكم♥️!""",2,2,,,,
"المشاعر ديون .. فأكثروا من تلك الديون , تفرح مع شخص أو تواسيه , أو تفرج عنه ضائقة , أوتمد يد معونة له فلن ينساها لك , وستعود لك يومًا ما , وأجرها محفوظ لك في الأخرة 👌",2,2,,,,
صبحكم الله بنسائم رحمته وأنعم عليكم برضاه ومحبته وجعلكم من أحبائه وصفوته وألبسكم ثوب تقواه وعافيته وأورثكم ووالديكم نعيم جنته صباح مصحوب بدعوة إلى الله صادقة أن تتوالى عليكم نعم الله دافقة فلا تبق لكم هماً ولا سقماً ولا ضائقة أسأل الله ان يحفظكم من شتات الأمر ومس الضر وضيق الصدر,2,2,,,,
بدعوة الى الله  مع شمس هذا اليوم الشارقة ان تتوالى عليكم نعم الله دافقة فلا تبقى لكم هموما ولا اسقاما ولا ضائقة و ان يكرمكم ربي بجنات مع الزمرة السابقة اسأل الله ان يحفظكم من شتات الامر ومس الضر وضيق الصدر وتقلب الدهر صبحكم الرحمن بروائح الزهور  وبذكر الله يفرج عنكم كل ضائقه,2,2,,,,
يعلم الله انها ضايقه,1,2,2,,,
"دعوة اليوم و كل يوم"" يارب لا تخلّي الصدور الطيبة ضايقه""",2,2,,,,
"والله الدنيا ضايقة فيني  اتابع التسريبات من التشابتر الجديد لعليّ انسى بس ماش لا زلت منغثه 💔 من الفجر وأنا على هذا الحال  الحمدلله على كل حال، والله يكون بالعون :(",1,2,2,,,
قسم ي هي ضايقه من كل جهه الله المستعان.,1,2,2,,,
"اللهم اني اعوذ بك من قهر يؤلمني ومن هم يحزنني ومن فكر يقلقني، اللهم ان كانت هموم الدنيا ضائقة في صدري فاقضها لي وازلها عني واجعل ايامي فرح وسعادة🖤❤️",2,2,,,,
"#صباحيات أي ضائقة تمر بك مهما كانت، فاحتسبها ساعة من الأجر والمثوبة، وتكفير السيّئات، ورفع الدرجات، فقط ""ساعة""، وهي عبادة وطاعة، تعود عليك بأربح البضاعة،",2,2,,,,
صباح حلو مفرح ياربي تفرح كل احد ضايقه معه,2,2,,,,
مكتومه ضايقه,1,2,2,,,
"الدعاء قوة ، الدعاء مأوى ، الدعاء ملاذ  كن على يقين أنه عندما يكون الله هو الملجأ الأول لك في كل شيء ، في كل ضائقة ، في كل نازلة، تأتي الإجابة مختلفة ، مختلفة تماما ، تأتي شافيـة وكافيـة  الدعـاء القـوة التي لا تغلب، والجند الذي لا يهزم، والحصن الذي لا يكسر 🌿",2,2,,,,
ضايقه فينييي كل شيييييي الغصة واقفه بحلقي عيوني مليانه دموع لكن مو عارفه ابكي ولا اطلع شعور لي انا فيهههه قاعده اتألم وبس.,1,1,,,,
"قبل كم ساعه كانت ضايقه فيني بالمره مكتومه، وحسيت لطف ربي فيني ماعرف مين اللي يدعي لي او وش الخبيئة بيني وبين ربي عشان ينقذني بكل مره اكون على شِفا حفرة أحب لطف ربي ورحمتة الواسعة فينا❤️‍🩹",1,2,2,,,
"،( وأفوض أمـري إلى الله إن الله بصير بالعباد ) ،ما قلتها في ضائقة إلا وأنقذني الله ، إلا أدهشني بعجوبة التيسير ، وصارت ضائقتي ا وسلاما",2,2,,,,
"المُطمئن في هذه الحياة أنَّ الله يعلم ولا يخفى عليه شيء، حين يستشعر المؤمن معيَّة الله عزَّ وجل له في كل ضائقة تمر به وفي كل شدَّة وفي كل كربة يطمئن قلبه ويرتاح، حين يستشعر المؤمن لُطف الله المُحيط به في كل صغيرة وكبيرة وفي الشِّدَّة والرَّخاء امتلأ قلبه رضا🩷",2,2,,,,
ضايقه فيني جميع الأمكنة,1,1,,,,
يوم الخميس كنت رايحه لحفله وكنت مره مره ضايقه فيني الوسيعه وطلعت برا الحفله وجلست بالحوش جت  وحده وقالت لي كلمه كنتتتتت احتاجها مره اسعدتني من يومها انا للحين ادعي لها وهي حرفيا كانت كلمه مره صغيره لكن جت بوقت كنت احتاجها 🥹,2,2,,,,
أكحل عيوني على طيفك و نفسي ضايقه,2,2,,,,
ضايقه فيني من كل مكان,1,2,2,,,
يا ربي متى اتخرج على خير الانفس ضايقه واصله حدها,1,2,2,,,
والله على وسع هالارض الا انها ضايقة فيني من كل جهة يارب تعدي هالايام على خير,1,1,,,,
ضايقه واحس دموعي منكتمه,1,1,,,,
"ما كانَ ودي اكشف الحزن و أبوح لكـن روحي ضايقــه مـن نسمهـا "".",1,1,,,,
#فهد_القرني  شيخ جليل  خُلق حسن مع الناس والصبر عليهم جزاه الله جنة الفردوس وكتب اجره عن كل منفعة  وعن كل تفريج ل ضائقة...,2,2,,,,
له بسمةٍ لو يوزعها على العابرين  ماشفت وجهٍ حزين وعالمٍ ضايقه .♥️♥️,2,2,,,,
"أحب اللي يرحّب بحفاوه ، يلمّس قلبك بطول ترحيبه ودفوَه وعذوبته ، يحوفك إلين تحسّ جيتك كانت المطر وهو قاعٍ قفر ، يعلمك أن الليالي قبل مجيّك ضايقه",2,2,,,,
أبغى أشوف الثرى والناس دايم بخير حتى تنام البشر و نفوسها رايقه  يحزنّي الفقد والحاجه وضعف الكبير ودي الحوايج تجي سهله ماهي عايقه  يارب لا تترك على الأرض هذي فقير ولا تخلي الصدور الطيبه ضايقه .,2,2,,,,
على وسع الارض الا انها ضايقه فيني….,1,2,2,,,
"ارتاح لفكرة إنه لاحول لي ولا قوة، وإن كل تيسير سببه ربي، وكل مخرج من ضائقة هو نتيجة عناية الله :)",2,2,,,,
يارب ضايقه فيني الوسيعه يارب زينها وافرجها من عندك 🤲🏻🥺,1,2,2,,,
ابي اقعد  ابكي  لحد ما أموري تنحل عشان ضايقة فيني الدنيا جدا وتعبت من كل حاجة تعببتت من نفسي تعبت,1,1,,,,
اليوم خلصت اختبارات واختباري كان زفت تكفون ضحكوني ضايقه فيني الدنيا💔💔😞,2,2,,,,
سهران؟               تهوجس؟                               ضايقه؟                                            قم الآن!                                                          صلّ                                                                  الوتر,2,2,,,,
لحضة ادراك: اول صباح لكوك في الجيش... كيف كان نومه ؟ فراشه مريح؟في حد ضايقه؟قوموه بالقوة ؟سكبو عليه مي ليفيق؟...كل ذي الاسإلة براسي مو قادرة  انام,2,2,,,,
محد ناقص احد ياجماعه الي فينا مكفينا وقفوا طاقه سلبيه وحلطمه ترا الحياه حلوه بس اعرفوا كيف تعيشونها,1,2,2,,,
عندي طاقه سلبيه لو وزعتها على الحي كامل مابتخلص .,1,2,2,,,
اغبى شيء يسويه شخص بعد ما يتخلص من مشكلة او وضع مؤذي يستمر طيلة حياته يتذكره ويتألم وينقهر انه عاشه حرفيًا انقذ نفسه بس اختار مشاعر سلبية من الماضي+  المفروض الانسان اول ما يتخلص من ظرف ينساه مو عشان قوة وهالسوالف لا عشان تكون له طاقة يتعامل مع الجاااي,2,2,,,,
أتمنى من أي شخص نفسه ثقيله ونفسيه  يخرج من حياتي لأني ما أبغى طاقه سلبيه زياده,2,2,,,,
هالفتره طاقه سلبيه يا تواسوني يا بلاها,1,2,2,,,
تويتر صاير طاقه سلبيه والأشياء اللي فيه تمرض الواحد,2,2,,,,
والله يا هو فيني طاقة سلبية مدري كيف اطلعها,1,2,2,,,
ليش فجأة جتني طاقه سلبيه بهذا تلوقت ايش السالفه,1,2,2,,,
احس وقفوا طاقه سلبيه تغريداتكم كئيبه نبي شي يضحك,2,2,,,,
اكره لما تكون طاقه سلبيه فالمكان نسبة الانجاز صففففر,1,2,2,,,
تحديث لوكيت خايسسس صار نفس باقي البرامج كل البرامج زقق مع الناس اي نعم طاقة سلبيه لان ما جاني نوم,2,2,,,,
في ناس دوماً تتسأل وش يعنّي ( الهجمات الطاقية ) نسمعها كثير ولا نعرف معناها بشكل بسيط ومبسط هي :   - ( الحسد والعين و السحر )    - ليه أسمّها كذا طيب ؟ العين والحسد طاقة سلبية ذبذبات سلبية من شخص أعطاها لأخر سواءً بقصد أو بدون قصد   -هل هم طاقة إيجابية أو تنعكس عليك بشيء إيجابي ؟… https://t.co/vqWDQX7odC,2,2,,,,
في شي مره فقدته قبل مايكون عندي فان اكاونت كنت مرتاحه من ناحية مااعرف وش مشاكل الفاندوم مافي طاقه سلبيه اشوف الاخبار الرسميه على السريع وبس اتابع محتوياتهم بوقتها بحماااس اشتقت اني ادخل جو مع نفسي 😭😭 ماانكر ان هنا بعد انبسطت عرفت ناس تجنن ونتشارك نفس الاهتمام بس العزله مهي شينه,2,2,,,,
من أهم القرارات التي بتخذها في عام ٢٠٢٤ إذا الله عطاني عمر)  إني بتجنب التعامل مع أي شخص يعطيني طاقة سلبية أو طبعه وتصرفاته توحي بالسلبية,2,2,,,,
"لا يوجد شئ في البيوت إسمه طاقة سلبية وطاقة إيجابية.. إنما هي بيوت هجرت القرآن فضاقت بأهلها وشقوا بها ، وبيوت عمرت بالقرآن فإتسعت لأهلها فسعدوا وإطمأنوا بها.ألا بذكر الله تطمئن القلوب""... فاللهم إجعلنا من أهل القرآن وخاصته",2,2,,,,
احس باقي فيني طاقة سلبيه ودي اطلعها,1,2,2,,,
احس الانسان لازم يبطل تفكير سوداوي لان بغض النظر عن كلشي حتلو كتلنه ارواحنه بينه وبين انفسه محد مهتم وهو هذا الشي المثير حتى مناخذ صدى ونكبّر الموضوع وهو كلة طاقة سلبية يعني تفيدنه  الناس كلها عايشه بل متعايشة ودتطلع وتشتغل رغم انو ماكو انسان ماعنده هموم اليوم منوو هذا المتفائل🗿,2,2,,,,
أكره الاشخاص الي يكلموني في بداية يومي ومعاهم طاقة سلبيه بشكل 🤡!,2,2,,,,
التايم مواضيعه خايسه هاليومين واضح العالم مليانين طاقة سلبيه و كل واحد يحط حرته بالثاني لن مو طبيعي كمية الخلافات الموجوده شفيكم ياعالم ؟؟,2,2,,,,
"السلام عليكم ورحمة الله وبركاته،،   قرر اليوم وكُل يوم أن تكون مُتفائلاً، فلعلك تنقل طاقة إيجابية لشخص كان يحتاجها في لحظة سلبية,,   صباحكم تفاؤل وأمل دائم بإذن الله,,,   #صباح_الخير  #صباح_الخير_والسعاده",2,2,,,,
#فويس  ابي اصفققق واضررب  فيني طاقه سلبيه,1,2,2,,,
أشتقت لكم وإشتقت لحسابي أحبه جدا لذلك مايهون علي أنشر طاقة سلبية بشكل يومي وتركته شوي الي رجعني مو تحسن حالتي النفسية الي رجعني المطر كان ينهمر على الأرض وعلى قلبي وأعطاني أمل,2,2,,,,
والله مليت كد ما افضفض واتشكون هنا واحس روحي كتلة طاقة سلبية بس شسوي هو دا حالي وهي دي حياتي,1,2,2,,,
متراكم عليا مذاكره و نوم و طاقه سلبيه و آهي ماشيه,1,2,2,,,
لازم ارجع للنادي او حتى ارجع اتمرن بالبيت لان احس صرت مليانه طاقه سلبيه مابتطلع الا بالحركه😣,1,2,2,,,
احس اليوم فيني طاقه سلبيه لحد يكلمني,1,2,2,,,
بطلو تجوني خاص وتنشرون كلامكم السلبي خلقه مريضه مو ناقصه طاقه سلبيه,1,2,2,,,
كل اللي مرو بحياتي مشوهين داخلياً وخارجياً وفعلا استمديت طاقة سلبية والبقاء معهم مش صحي أبداً مستحيل احد فيهم ترك انطباع كويس الا شخصين وكانوا بنوتات وطاقتهم نظيفة  I love gurlsssss,2,2,,,,
"مؤمنة جدا بإن حواراتي مع نفسي والافكار الي تحوم بعقلي هي الي تسيّر حياتي ، ف بناءً على هاي القناعه إني أبعد عن أي طاقه سلبيه وعن أي مكان مشحون، مو مشان شي مشان صحتك",2,2,,,,
صحتي وعافيتي اول ماعندي فالأشخاص الذي كلهم طاقة سلبية تنح عنهم,2,2,,,,
فيني تكه وضيقه صايره اكره الليل ومشاعرررهه طاقة سلبيه واكتئاب,1,1,,,,
قرار اليوم: ماراح اعاشر الا اللي يزيد حياتي حياة اي شخص بينقل لي طاقة سلبية بشوته برا حياتي خلاص جاملنا كثير يكفي,2,2,,,,
هربانه من المحيط الاساسي عشان مابي اناقش احد ولا لي طاقه المواساه حتى بس لقيت سلبيه هنا بس اهووون,1,1,,,,
طاقة سلبية منتشرة بشكل عجيب,1,2,2,,,
فينييييي طاقة سلبيه اكتر من كلشي فالحياه,1,2,2,,,
والله يا اني طاقه سلبيه ملعونه اسمح لكم تبلكوني,1,2,2,,,
فيه بشر هوايتهم نشر طاقة سلبية بالحياة,2,2,,,,
الشوط الثاني بحط تعليق ايطالي مابي اسمع الشوالي جابلي طاقه سلبيه,2,2,,,,
"اتنرفز من الناس السلببيين واللي بس يتحلطمون بس مادري ليش يعني صايرة منهم وسوالفي كلها حلطمة وبسرعه صايره ازعل  أو تدرون اتوقع لان تويتري مخصص للحلطمة وبس يبين فيه الجانب السلبي فيني ،بعدين الناس يحسبوني سلبية😱 لا تدورون الطاقة الإيجابية فيه ترى اني فالحقيقه انقط طاقه ايجابية😏🫳🏻",2,2,,,,
الجو مليان طاقه سلبيه جد احسه أن كله مكتئب و مبضون و متعصب,1,2,2,,,
غاب حمدالله وحظر مستوى النجوم الحقيقي إذا اراد الإتحاد في الإبقاء على هذا المستوى فليستمر في ابعاد حمدالله فهذا اللاعب رغم تسجيله لأهداف ولاكنه طاقه سلبيه على الفريق + انانيته وحبه للطهور وحده وغيرته من زملائه المستمر ولو فيه خير ما عافه الطير  #الاتحاد_اوكلاند_سيتي,2,2,,,,
طاقه سلبيه خارجه من جميع اطرافي,1,2,2,,,
والله ببكي وتعبانه نفسيتي وأدنى شي يحز بخاطري ولاني لاقيه الي أشكي له طول اليوم بدون ما أشوف الملل بعيونه ولا الي أحط راسي على صدره ويطمني ويسهل كل شي بعيوني آحس تعبت من جد وفيني كمية طاقة سلبيه مدري كيف بطلعها,1,1,,,,
طاقة اليوم سلبيه  تعبانه و شفت دفعتي متخرجين هذا الترم والله مو حسد بس تمنيت اني معهم,1,2,2,,,
ودي اليوم اسوي cutt لكل شخص توصلني منه طاقة سلبيه,2,2,,,,
اليوم شفت وقريت اشياء تسد النفس وترفع الضغط احس صار فيه طاقة سلبية بشكل مب طبيعييي,1,2,2,,,
تعرفون مرات اكون سعيد جدا واشعر بالنشوة اول م اسمع شئ او اشوف فيديو طاقه سلبية تتجمع حولي اشعر بالحزن وكأن السلبية كانت تختبي ولقت مخرج بدأت اشك هل هي مشاعري انا ام كنت تحت تأثير وهم,1,2,2,,,
"مليون حاله مشبوهه بالدفع اوقف البطاقات بالاخير انا الي انسب واصير انا النصابه يالله راسي مصدع منهم كميه طاقه سلبيه مو طبيعيه وادخل تويتر القى نفس الكلام ، اذا انتم مو واثقين بالبنك ولا تحترمونه حطوا فلوسكم بالعيش(:",2,2,,,,
سويت انفولو لشخص مشهور في كل مكان كنت احبه بس اخر فتره حسيته صار طاقه سلبيه على قلبي تصرفاته و كل شي صار مصطنع مو حقيقي 🫣 طبعا نظامي في الحياه اتخلص من كل شي  فعلا اعتزل ما يؤذيني 😌,2,2,,,,
بنات الشعبه طاقة سلبية تمشي عالارض,2,2,,,,
المكان الانا فيهو دا ملان طاقه سلبيه,2,2,,,,
اى حد يضايقك اعمله بلوك .. ولو مش نافع لاسباب اجتماعية اعمله unfollow .انت لو متخيل انك بتتجاهله انك مش بتعمله لايك او تكتب عنده فانت غلطان وجوده قدامك بيديك طاقة سلبية لمجرد أنك مش بتحبه شيل من وشك كل اللى مبتحبهوش .. دع دائرة النسيان تبلعه !! 😞 اعمل فقاعة ايجابية لنفسك  ارجوك,2,2,,,,
بوابة 12/12  مفنوحة حتى يوم 1/1 اخر طاقة في السنة فيها رقم 1و2 اي انها البدايات والانتقال الي مرحلة جديدة والتوازن طاقة الثراء فلنستعد لها دعونا نسامح ونغير مسارات الطاقة من الغل والحقد والكرهواي مشاعر سلبية ولتكن بداية اجابية حلوة حتي تتجلى اهدافنا الوفرة والمحبة والتسامح #طاقة,2,2,,,,
حسابي هذا مساحة خاصه فيني أوزع طاقه إيجابيه أوزع طاقه سلبية أوزع مرقوق محد له شغل فيني,2,2,,,,
كلنا مستائيين من بيئة تويتر والوضع الحالي وكيف أنها سيئة ومسببه لنا طاقة سلبية و و و   سويت ثريد متواضع عن أفضل وأسلم طريقة تستمتع فيها بتويتر وتستفيد وتضحك وتغير جو  تابعو الثريد 👇,2,2,,,,
لحظة ادراك ان اكثر برنامج تضررت منه ميمي تويتر  واكثر مكان يجيب لها طاقه سلبيه ويشحنها  +قلة مصممين بسبب تويتر  وكت المقاطعه#,2,2,,,,
بدون مزح تراني صدق زعلانه😞من ايش؟ علمي علمكم مدري بس زعلانه فيني طاقة سلبيه كبيررررره,1,2,2,,,
صاير الدوام طاقه سلبيه,2,2,,,,
دايم اقول انو اهلي يسحبو طاقتي وعزلت نفسي عنهم وصرت ما اخليهم يأثرو فيا ابدا لكن اليوم رجعت طبيعي وذحين نفست يع كنت بذاكر قدرات ونشبو عندي واقولهم ترا بنفجر مايفهمو  بيتنا طاقة سلبية مستحيللل توقف وفوقها انكتمت يعني القم,1,2,2,,,
"هناك طاقة سلبية تنبعث عندما يحاول الإنسان الإفصاح عما ينوي فعله، ولا أحد يعرف كيف هي الطريقة التي تسير بها في الأرجاء.",2,2,,,,
حد راشش طاقة سلبية فالجو ولا إيه,1,2,2,,,
مشحونه طاقه سلبيه ابغى اطلعها,1,2,2,,,
اي شخص يعطيني طاقه سلبيه للحياه بلوك .,2,2,,,,
كُن إيجابياً لأ تكن شخص ذا طاقة سلبية حاول أن تكِون شخص ينشر التفاؤل والأمل ربمُا يكون شخص علي شفا حفرة فتعطيه جرعة من السَعادة جرعة من الأمل جرعة من الإستمرار في المحاولة ربما تكون في سبب سعادته طيلة حياته ..,2,2,,,,
فيني طاقه سلبيه ابي افرغها,1,2,2,,,
حاولوا قد ما فيكم قربوا من الناس لي بتعطيكم طاقة ايجابية بالحياة لو ما قد ما كانت الاوضاع صعبة والظروف قاهرة لان التقرّب من الناس لي بتعطيكم طاقة سلبية رح يسببلكم توتّر كتير كبير والتوتر هو سبب كل علّة بالحياة.  صباح الخير للأصدقاء والمتابعين المحترمين🌹❤️,2,2,,,,
البكاء احيان يكون تفريغ طاقة سلبية لا أكثر,2,2,,,,
لسه بنقول صباح الخير  طاقة سلبية ع الصبح مش عايزين,2,2,,,,
تويتر فل طاقة سلبية,1,2,2,,,
المكان هنا مليان طاقة سلبية  انتظر لحظة اني اتركه بدون رجوع,1,2,2,,,
اي شخص بينقل لي طاقه سلبيه بشوته برا حياتي خلاص جاملنا كثير.,2,2,,,,
اسمعو بقا اي حد هيسببلي وجع دماغ أو هيصدرلي طاقه سلبيه هفعصو تحت رجلي السنه دي,2,2,,,,
أن كتبنا ( حزن وفراق) قالوا: طاقة سلبية. أن كتبنا ( حب وهيام ) قالوا: تحبين ..منهو حبيبك ؟!  بالآخير أحب أقولكم: مالكم دخل.,2,2,,,,
تعرفون لمن تطلعون كل مافيكم من طاقه سلبيه وايجابيه بالضحك   المهم الهدوء الي بعده يقتل,1,2,2,,,
اي خدمي ينشر طاقه سلبيه اقمعوه هذا النوعيات ماتلزمنا,2,2,,,,
"📎 سؤال : - ما تفسير الأمراض التي تصيب الإنسان هل هي طاقة سلبية ام كارما لسيئات قد إرتكبها ؟؟  🖋 جواب : - كل مرض يصيب الإنسان ماهو إلا طاقات غير محررة ومخزنه في مكان ما بالجسد لأن صاحبها كبت او قمع هذه المشاعر السلبية لفترات طويلة .. وكل عضو في الجسد يتبع الشاكرا الواقعه حوله ،… https://t.co/A5uolmpanR",2,2,,,,
فاتحه خمس دقائق اصدر طاقه سلبيه وراجعه للاقتصاد الي مش عارفه اقراه حتي🥰,2,2,,,,
والله اني كرهت الكورة على الكلام فيها طاقة سلبية وكلام مستهلك بلا قيمة,1,2,2,,,
سبحان الله كيف مكان يقدر يملك طاقة سلبية مره مجرد دخولك فيه تتغير طاقتك وتنفس,1,2,2,,,
ابي اختفي عن العالم🧍🏻,1,2,2,,,
ذا العالم غريب ابي اختفي,1,2,2,,,
قلت لحبيبي ابي هدية و اختفى يومين و انا مقضيتها افلام و مسلسلات بدون ازعاجه  #قول_سالفه_ماتعجبني,2,2,,,,
ابي اضرب المندوب اعطى الطلبيه للأمن يوه استحيت لان بيت الشاورما !!! بنت جامعيه تفطر ثوم !!! لا والله انا طالبه تبووولا   قال لا يطيح واخذه بدون ماشوف شيء ابي اختفي ويطيح الطلب 💀💀💀💀💀   ما اعرف ليش الاهتمام خليه يقول تفطر وتنام على ثوم وش الاشكالية 💀💀💀,2,2,,,,
َ  لطان انا من يوم قدرتك وجيتك باندفاع سلمت لك قلبي وذاق المر يالين ( اكتفى )  لو فيك ملح وزين وعيونك بها حور و وسااع معاد ابي وصلك حدتني طبوعك ( للجفى )  ابعتبر ما صار غلطه مطبعيه.. (والوداع)..! وانت اعتبرني حلم زار الذااكره ثم اختفى :)  َ   اكتفي📍,2,2,,,,
ابي اختفي من الوجود,1,1,,,,
ابي اختفي اختفي من روحي ونفسي,1,1,,,,
شاحن ايبادي اختفى طيب وراي فاينل اليوم ابي اراجع😭😭😭😭😭😭😭,2,2,,,,
أبي أختفي أبي أتوزى أبي أنخش متلفلفة بالبطانية بس مو كافي جالسة أدور تطبيق بجوالي تمنيت لو أدخل كلي فيه وأسكر على نفسي,1,2,2,,,
ابي دراما شيء يلهيني ما لقيت الدراما اللي تخليني اختفي,2,2,,,,
انا صدق تعبت من كل شي والله اهلكني التعب ابي اختفي عن الكل حتى اهلي مابي احد بحياتي ابغى ارتاح بس,1,1,,,,
"ابي اختفي من العالم ، مابي افكر ف بعدين. واذا فكرت ف بعدين ابي افكر انو كل شي حيصير بخير وان حلاقي احد جنبي يسندني ويكون جنبي وم اعيش شيء لوحدي، سواء حلو او سيء.",1,2,2,,,
ابي اختفي ابي تنقطع اخباري عن العامه لفتره من الزمن ❥•,1,2,2,,,
مابي اكلم احد وابي اختفي انتضر لين بكرا بس ووقت ما ابي برجع,1,2,2,,,
ابي اختفي من كل مكان و اعتزل كل شي,1,2,2,,,
ابي اختفي ابي اهج ابي اي مكان يضفني انا واحزاني,1,1,,,,
اسوء يومين ابي اختفي لين تعدي ذي الفتره لانها فوق عن قدرتي,1,2,2,,,
مطلب الفترة هذي أبي أختفي .,1,2,2,,,
ابي اختفي عن كل شي حرفياً بس كيف,1,2,2,,,
احس اشتقت ابند حساباتي و اختفي ابي اسويها الان و حالا,2,2,,,,
جاني شعور ابي اختفي من العالم فجاءه,1,2,2,,,
انا مبعثثثثثثره جداً !! ماعاد ادري وش ابي  احس اني ابي اختفي واعتزل الاوادم واحس اني ابي ابقى مع العرب ! فوضى وحييييره عارمه  داخلي ماعاد ادري وش  ابي ووش ما ابي,1,2,2,,,
ابي اختفي ابي تنقطع اخباري عن العامه لفتره من الزمن.  ↴,1,2,2,,,
اختباري بعد 18 دقيقه وانا احس اني ابي اختفي,2,2,,,,
ابي اتخرج او انقل او اختفي مدري,2,2,,,,
"احس ما اكتفيت بالأختفاء ، ابي اختفي اكثر عن العالم",1,2,2,,,
ابي انام لمدة يوم  اختفي اي شي بس افتك من كثرة التفكير والتوتر,1,2,2,,,
تعبانه تعبانه مره  ابي اختفي بس  ابي اكون بخير  وبدون تفكير  وف مكان بعيد,1,2,2,,,
ف رجاءً انا جايني انطفاء فضيعع  واسفه لكل شخص فكرني اني متغيره كذا عبث عليه بينما انا فعلا مالي رغبه ب احد  ولا لي رغبه ولا ب اي برنامح ولا ب اي حْرا  فعلياً ابي البعد ابي اختفي بس هذا الي  ابيه مابي ولا كآئن حي يتنفس جنبي .,1,1,,,,
ابي ادخن عشان افرغ غضبي  ابي اقص شعري عشان افرغ غضبي  ابي اقطع يدي عشان افرغ غضبي  ابي اصارخ عشان افرغ غضبي  ابي اموت مره وحده  ابي اختفي,1,1,1,,,
جتني الحاله تقل جنيه بس ابي اختفي,1,2,2,,,
لا قولوا انه مزح طلع عندها حساب تويتر يعني صدق يعرفوا حسابي ابي اختفي,2,2,,,,
الفتره الماضيه كنت اسوي شي نابع من قلبي ( تصرف طفولي يعني من غير عقل ) بس ابي افرغ هالشعور كله عشان ينتهي وارجع عاقله  تذكرت وحده تقول كانت قنبله من الغضب على اتفه شي تغضب وتصارخ  طبعًا ماكان عندها تأنيب على هالغضب بس تفرغ  وبعد فتره اختفى غضبها,1,2,2,,,
غلطان انا من يوم قدرتك وجيتك باندفاع سلمت لك قلبي وذاق المر يالين ( اكتفى )  لو فيك ملح وزين وعيونك بها حور و وسااع معاد ابي وصلك حدتني طبوعك ( للجفى )  ابعتبر ما صار غلطه مطبعيه.. (والوداع)..! وانت اعتبرني حلم زار الذااكره ثم اختفى :),2,2,,,,
لا قالت ابي روج كيكو جابه لها ولا قالت ابي كندر جابه لها  واذا قالت ابيك تتزوجني اختفى,2,2,,,,
كارهه كل شي حولي مابي ناس من ناس  ابي اختفي وبس,1,2,2,,,
احس ابي اختفي عن كل شئ حرفياً الحياه مجرد تعب وصراعات ومشاكل😔.,1,2,2,,,
هالفتره قاعده اسولف هنا كثير وانزل ستوري بالانستا كثير ابي اختفي احس اني صرت بثره 😭,2,2,,,,
وجع حتى ما ابي انام عشان يضل الوقت بطيء قسما مكتومه يخي واضح ما بتخطى بسهولة الموضوع احس ابي اختفي بس الموضوع معورني💔,1,2,2,,,
والله مره خياس اكره شعور لما اذاكر كويس واحسني فاهمه واذا جا وقت احل الاختبار انسى كل حاجه احس ابي اختفي,2,2,,,,
يمه بنات توني شفت شى اسود سادح مع في السرير ولما فتحت اختفى واحسه وراء ظهري يتحرك السرير وقريت المعوذات ونمت مرا ثانيه الا حلمت انه صحباتي كنا نتكلم عن الصلاه وكيف انها ثقيله و و و واحس جسمي ثقيلل ومقدر اتحرك ولا اتكلم المشكله صاحيه ابي اصارخ مقدر الين استجمعت قوي وصرخت وش ذا ؟,2,2,,,,
احس ابي اختفى عن كل شي لانو مافي احد من اساس بيفقدني 💔💔,1,2,2,,,
هالحزه وين تختفون ابي اختفي معاكم 👩🏻‍🦯؟,2,2,,,,
ابي اخليه يشتاق لي يدورني حتى لو انشغل شي بسيط ولا اطلع ولا اختفي ابيه يجيني ملهوف مشتاق يدورني مابي اوفر له كلشيييييي,2,2,,,,
ودي اختفي من هذا العالم  ما اعرف وين  بس ما ابي اشوف اي مخلوق,1,2,2,,,
