Label,Tweets
1,لقد اسمعت لو ناديت حيا.. ولكن لا حياه لمن تنادي ولو نارا نفخت بها اضاءت .ولكن انت تنفخ في الرماد 
2,لك كلك ذوق حكمه
2,لكل مجتهد نصيب ... من لديه هدف ويثابر عليه حتما بعد امر الله سوف يصل
1,لكن للاسف عنا كلمه معاق في الحياه العامه في الاردن تستخدم للتعبير عن الشخص الغبي علشان هيك انا قلت ذوي الاحتياجات الخاصه افضل
1,لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه
1,للاسف اصبحنا غرباء في اوطاننا اصبح الوطن وكانه ليس لنا اصبح الوطن ملك خاص لتاجرين والمتنفذين
1,للاسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي كما اعلنت هيئه الطاقه يملك غالبيه الاسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك للاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
1,للاسف لسا في مدارس بتخلخل عظام الطلاب من البرد عن مدارس قرى الاْردن و المناطق الشعبيه عّم بحكي
1,للبرنامج التافه الي يسمح لهذا الشي
1,لله يحرق قلبك يبشار
2,للهم اعنا على ادراك هذا المعنى العظيم يا رب
2,للهم املا قلبي بحبك وحب نبيك وحب كل عمل يقربني الي حبك
1,للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات
1,للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن المنطقه اللي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخرى هذا يعني ان الفاسدين رايحين يسمسروا يلهفوا لما يوصلوا اشكل مفاعل للاردن ناسين ان المفاعل يحتاج الى بحر ماء للتبريد نحن لانملك ماء للشرب ناسين ان التطور يكون بمشاركه الجميع ليس بقرار فردي ناسين ان الذي اقر المفاعل هو المحتكر الاول هيئه الطاقه ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه والتعليم لدول المتقدمه بدات تبحث عن بدائل للمفاعلات نحن بنشتري الخربان منهم مشان التقدم بلدنا بفضل الله لديها طاقه الرياح طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النووي طالما اكلنا معظمه فاسد غير صالح بسبب الجشع الطمع الفساد
1,لما اجد فيها الا الجراح
1,لما تكثر عليا الالتزامات يصير كل اللي نفسي اسويه استلقي على ظهري واسولف للسماء
2,لن تموت نفس حتى تستكمل رزقها اجلها
2,لن يقفل باب مدينتنا فانا ذاهبه لاصلي سادق على الابواب و سافتحها الابواب و ستغسل يا نهر الاردن وجهي بمياه قدسيه و ستمحو يا نهر الاردن اثار القدم الهمجيه
1,لنفترض جدلا ان لا اضرار صحيه بيئيه سينتج عن بناء مفاعلات نوويه سلميه دعونا نفكر في الكلفه من حيث اولا: كلفه بناء عاليه جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمه  ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويله مما يزيد كلفه الطاقه ليس العكس ناهيك عن حصول اي اخطاء مفترضه مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافيه للتبريد رابعا:من حق المواطنين اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا بنفس الوقت نستطيع الحصول على نفس كميه الطاقه من الصخر الزيتي الذي نمتلك منه احتياطي هائل من الغاز الطبيعي المؤمل مستقبلا من الطاقه الشمسيه من طاقه الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافيه
1,لهل درجه في متخلفين في الوطن العربي؟؟؟؟؟؟
1,لهم صارو يبيعو يشترو في البلد متل ما بدهم
2,لو اغلقت الابواب في وجهك واظلمت الدنيا  خنقتك الدموع و ضاقت بك الارض استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من امرك
1,لو حد يا جماعه يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو
1,لو سمحت لا تقول اخبار مغلوطه ولا ابعطيك انفولو جيب رابط الخبر وبلاش تصرف من راسك
1,لو طلعتي من الاردن وين تروحي
1,لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر
2,لو كان للحب رائحه .. لكانت رائحه القهوه في يوم ممطر
2,لو نريد الخشوع حقا نطلق الدنيا
1,لو يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم
2,لو يدرس في جامعات مصر او الاردن يعرف الدراسه والعلم الحقيقي وهناك اللي يقدرون نسبته وتفوقه
1,لو يطلع عليهم  بفضحو عرضهم كلهم
1,لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم لا يباركلكم
1,لى جماعه الاخوان الخسيسه كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين
1,ليت بعض الذكريات ينعمل لها فورمات 
2,ليت كل ايام السنه رمضان
2,ليتنا نستطيع الابتسامه في الاوقات المؤلمه
1,ليس هناك شخص معاق بل هناك مجتمع يعيق
1,ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل
1,ليش تتضحكو مش حلو
1,ليش ما نتعلم من الي صار في اليابان  وروسيا  المانيا الغت نظرتها في بناء مفاعلات نوويه استخدام الطاقه البديله
1,ليش محشورين على بعض كذا خلصت الطاولات مالقو الا الطاوله الخايسه
1,ليش معصب يا عدوله
1,ليش هيك معجبين على الاردني
1,ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب
1,ما اثقل دمك ما اغباك
2,ما اجمل الاخاء
2,ما اجمل الحياه برضى الله
2,ما اجمل الصبر الاصرار
2,ما اجمل الكلام والاروع ان نطبقه
2,ما اجمل الوفاء
2,ما اجمل ديننا الاسلامي
1,ما اجمل من مثل هذا الحُب الصادق الشفا
2,ما احسنهم الله يكون معهم
1,ما احقر الاصدقاء حينما يصبحون غرباء فجاه
2,ما احلى الوجود بقرب الله
2,ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله
2,ما اروع برنامج الطريق الى الله
2,ما اروعهم
1,ما ازنخ منك الى هاي اللينكات اللي بتسم البدن بتتعب يعني لما توخد الصوره وتنزلها تنزيل عادي
1,ما ازنخك انت مقالاتك
1,ما اسخفك
2,ما اضيق العيش لولا فسحه الامل  الحمد لله
1,ما اقسى غربه الروح
2,ما الزه شكله بشهي بدييييي
1,ما انا شطبت
1,ما بتحبو حد
1,ما بدي غير 10 يعملو لايك للبيج
1,"ما بقى للسحيجه اشي يسترزقوا منه ،فضائح شركه الولاء وموارد والفوسفات والفساد عادت الى الواجهه ."
1,ما بكره حد قدك
1,ما حد بيتحكم فيي
2,ما سال لله الهادي الخالق
2,ما شاء الله ... ونعم التعليم في الاردن .... ابدعوا الشباب !!!
1,ما شاء الله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه كل واحد بكشر من جهه
2,ما شاء الله الله يثبتك
2,ما شاء الله جميله جدا
2,ما شاء الله على هلتفائل الي عنده
1,ما شاء الله والله انها امر متل الكرتون
1,ما عندهم هو قله احترام للمشتركين وفله ادب تجاه المشاهدين
2,ما في احلى من التفائل الواحد بعيش مرتاح
2,ما في احلى من الفرح
2,ما في احلى من انه الواحد يوكل وينام
1,ما في داعي لمصايب جديده للبشر وللبيئه
2,ما فيها شك
1,ما هيك بيقولوا للاسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله انت غبي يا صاحبل هذا البوست لا تفقه شيئا من العلم الدين انت هيك تبين انك في قمه الجهل العار قل كلاما جيدا محببا لا تتلفظ بالكلام السيئ انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا اولي الالباب
1,ما يستحون هم جايين لو انا منهم اروح اقشر بصل
1,مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني
1,مات في القريه قردا فاسترحنا من اذاه خلف الملعون عجوزا فاق في الخرف اباه
2,ماجمل الحب الاخوه في الله ان نخاف على بعضنا حتى في علاقتنا مع ربنا شئ رائع جدا
2,ماخاب من دعا الى الله
2,ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار
1,ماشي هسا انا صرت وله طيب في حدا بيشبهك كتتير
1,ماعندك شرف
2,مافى اجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا
2,ماكرمك يا ربي يا كريم
1,ماكل روح الخل
1,مالك دين مثل الكلاب الضاله الا اقولك مثل مومسات عاهرات المراقص عندكن
1,مالكيش حظ فـي اصحابك ولا اهلك
1,مالكيش ف الطيب نصيب
1,مايستحون
2,مبارك الفوز
1,مبرد وجوهكم
1,مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله
2,متخافش يامؤمن قول يارب وحب ربك ده هو اللى خلق النعمه اللى انت متعلق بيها يعنى هو اعظم من النعمه دى وانت عارف كده
1,متسمم فكره الولد وصارت حالته صعبه يا حنين انت
1,متفقين معهم البرنامج خايس
1,متهور وكذاب
1,متى رح نشوف صحفيين يكشفوا فضائح الفساد وما يخافوا من اي جهه
1,متى يجي عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك
2,مثال جميل جدا عبره لكل من يحمل رساله الاسلام
2,مثل الاميره من حواليها حرس تمشي دلع و من الترف متعاليه ما كل خيال يروض له فرس مهره اصيله من حلاها غاليه
1,مجانين احد يضحك عليك وانتم قدامه وتكمل
1,مجانين العرب
1,مجنون صوتها انا
1,محششين خخخخ
2,محظوظه هي تلك الفتاه التي سانقل ملابسي من غساله امي الى غسالتها
1,مخالفات السير اصبحت تشكل عبئ اقتصادي على المواطن 
1,مرره دلوع
1,مزعج الي كثييير
1,مساكين ها البشر
1,مستحيل اثق بذوق حدا ما بحب يسمع لام كلثوم
1,مسخره والله
1,مسوي انه مندهش
1,مش النووي ان صار وما اظنش اسرائيل تسمح باقامته بهالسهوله هو اللي بيعني انو نحن متطورين او متقدمين
1,مش باين منيح ليش عم تكذبو
1,مش شايف العالم مش ملاقيه الخبز كل واحد بشتغل على سياره رح يوكل هوا بارتفاع المحروقات الاكل الشرب رح يرتفع
1,مش طبيعي سماكه الدم شو ها عدوله خرب المفطع لشو المبالغه والاوفر يعني
1,مش عاجبو الوضع الي هو فيه
1,مش عارف كيف الناس بتحبك يا زلمه؟
1,مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون
2,مش عارف ليه بيتحوله هما الى دواره عليك وكان نفسهم تكون معاهم فى الاول
1,مش فاهم عليك لانك صاير غير مفهوم
1,مش في محلوا
1,مش من بني ادم انتي من جنس الحيوانات
1,مشان الله حد يعمله هوشه بدنا نعطللنا شوي
1,مشاهد وسخه
2,مشتاقه لك شوق ماحسه الناس شوق يغطي معاليق الروح بضمي ترف دلع لهفه مشاعر واحساس ماابي غيرك ولاغيرك تراه همي
2,مطلوب نصيحه منك لكي نستحضر الخشوع
1,مع مرور والوقت  وزياده الالتزامات والمسؤوليات قد تنسى ما كنت تستمع
1,مع مين بتحكي بتول انشالله مع حالك
1,معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي
1,معتيه واضح انهم يمثلون
1,معظم اصحاب محطات الوقود وكالات الغاز متنفذين لقد زاد الغني غنى الفقير فقر
2,معك حق
2,معلم في حقيقه عمله هو مدرب يدرب طلاب على اكتساب المعرفه لا مجرد تلقيها
2,معلومه ممتازه
2,مفيش اجمل من ان الانسان يحافظ على كرامته
2,مفيش اكرم ولا ارحم من ربنا
1,مقاسك غير مناسب يا شريف مع نفسك
2,مقال رائع والله يهدي البنات يارب ويرجعهم للصواب
1,مقرف جدا هذا الشخص
1,ملاحظه الكبسه ما بتكهرب والله
1,ملحمه بالجامعه الاردنيه
1,ملعوب عليهم
1,ممرضه هايجه تمارس الجنس مع المريض
2,ممكن يكون احسن بالاخلاص
1,من اجل هذا تم قدوم ?? الف من الجيش الامريكي
2,من احبه الله حبب به خلقه
2,من اسرار النجاح المتواصل والثبات على القمه: العمل الدؤوب والانضباط بالمواعيد والاعمال والتفكير الايجابي
1,من المدرب مرورا بالمدافعين والوسط الى المهاجمين كلهم كانوا في اسوء حالاتهم
1,من الي ضاحك عليهم انو اصواتهم حلوه
1,"من اهم مشاكل التعليم الجامعي في الجامعات الرسميه الاردن، مشكله الاعداد حيث ان كل جامعه متجاوزه السقف الاستيعابي لها بالاف الطلاب"
1,من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحه المياه اما كعلوم معرفه بالعلوم النوويه الطاقه فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا العناصر المشعه نظريه اينشتاين للطاقه نظريات الفيزياء الكميه البحث في عمر البروتون النيوترينو والكواركات واللبتونات وال  النظائر المشعه تفتيت الذره اشعه جاما بيتا الفا الراديوم البلوتونيوم البروتونات كافه النظريات بما فيها انواع المفاعلات النوويه تجارب الامم فيها مثل اليابان المانيا روسيا فرنسا امريكا للعلم فقط انها علوم نظريا سهله بسيطه يستطيع فهمها حتى الانسان ذو الخلفيه الرغبه العلميه على جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه نسير فيه بهذا الخصوص بموازنه المخاطر المكاسب بعدها على اساس النتيجه الفائده الواضحه يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا
2,من بغضه رب العالمين لن يحبه احد
2,من ترك شيئا لله عوضه الله خيرا منه
2,من ترك شيئا لله عوضه الله نورا وايمانا في قلبه
2,من توكل على الله يعانق قلبه النور الصفاء
1,من جد سوبر ابقار
1,من جد مجنون
2,من جد وجد و من سار على الدرب حصد
2,من دون التفاؤل ما في حياه
2,من رافق وافق
1,من زمان ما شفت مخلوقات فضائيه 
1,من ضحك عليك وحكالك صوتك حلو
1,من قلت الذوق هذه الافعال
2,من كانت له عزيمه لن يياس ومن بغي الاجر من الله ثابر  حياكم الله اخي مؤمن
1,من وين انجيب حرام عليكم
2,من يتقي الله يجعل له مخرجا
2,من يتوكل على الله فهو حسبه
1,من يستمتع برؤيه الناس في مواقف محرجه فهو سادي غير اصيل نفسه ضعيفه مريضه
1,من يوم شفتك حاطه صورتك غسلت يدي منك
1,منكو لله نحن لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان ما يضل بلاردن لانو ما فيها اشي لا رواتب لا اشي جد بلد مش فقير بس كلو بوكل كلوالله ما بنلوم الحراميه هيك بلد
1,منيك ولك
1,مهزله التاريخ
1,مهزله ياعيب الشووم
1,مهو اصلا زي مشروع الباص السريع يلي استملكو عشانه شارع المحطه كامل ليسه بنسمع عنو ما شفنا
1,مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق
2,موضوع اكتر من رائع
1,مؤامره معروفه ضد الشرفاء في هذا البلد
1,مياعه وسئاله من عدوله والي معو
1,مين اللي ضاحك عليهم وقايل ان اصواتهم حلوه
1,مين بشار العاهه هاد الي بهدد  اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحاله ونلعن ابو الساعه اللي طلعت بشار وغيره شو هالحكي  الاردن قوي بجيشه وقائده فعلا هززلت قال سوريا قال ولا النعامه او رقبه عاليه بدهها قص
1,مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفه
1,مين هاي الي بصوره وئدامها كورس
1,ن مقابله جلاله الملك عبدالله مع قناه سي بي اس الاميركيه . يؤرقني تامين فرص الحياه الكريمه لشباب الاردن و لن نسمح للارهاب بالعبث في الاردن
1,نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت
1,نار جهنم تاخدو
1,ناس تبي تتمصخر ماتدري شلون
2,ناس عزيزه المعزه لهم غير فيهم صفات الصالحين العليه
1,ناس مطفره من الاخر
1,ناقص و كذاب وما في مصداقيه
1,نت عايش خارج البلد عموما ان كان نقاشك فرد عضلات مافيه داعي اكمل حواري معك 
1,نتفق معك في ان الرجال يعرفون بالحق ولا يعرف الحق بالرجال
2,نجدد قلبنا بالايمان مع بعض
1,نحن بنتهاوش مع الكتب
1,نحن في الاردن نشاطر اخواننا في السعوديه احزانهم بوفاه الامير  سعود الفيصل وزير الخارجيه السعودي السابق انا لله وانا اليه راجعون
1,نحن في زمن يهان فيه المرء ويكرم فيه الكلب
1,نحن ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا بكره بذكركم سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار الفواكه مواد كيماويه شوارع مش مصانه حفر مطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور انما الابتعاد عن الفشل الاكيد عبر التجارب
2,نحن نحبك في الله ندعو لك بظهر الغيب
1,نحن نرفض المفاعل النووي
2,نرجو من الله ان يتقبل صلاتنا رغم ما تمر به بلدنا من ازمه صار الواحد خايف على نفسه مستعجل بصلاته انا كلما صليت اعتبرها صلاه مودع فيخشع قلبي تدمع عيناي
2,نسال الله العفو العافيه
2,نسال الله تعالى ان تكون بحق ارحنا بها يا بلال ليس ارحنا منه
2,نسعى بكل همه وجهد للحصول على مصادر طاقه رخيصه تعزز من اقتصاد الاردن كون الطاقه تشكل ربع موازنه الدوله
2,نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعه الفجر حيويه صبح يتنفس منتشيا مرحبا بكل مبادر للخير
1,نسيانك صعب اكيد
1,نشاطر اخوتنا في الاردن احزانهم على الاغتيال الوحشي للطيار  معاذ_الكساسبه داعين الله ان يكون من الشهداء و ان يسكنه فسيح جناته 
1,"نظام اقتصاد الاردن فقط لا يتبع اي نظام اقتصادي موضوع، لا اشتراكي ولا راسمالي ولا اسلامي ولا مختلط."
2,نعم احسنت واجبه على كل مسلم وحق لكل مسلم فتح الله عليكم
1,نعم اردنا غير قابل للتلاعب بارواح ابناءه
2,نعم الاخ و الصديق اخلاقك تدرس
2,نعم الاخ وما اطيب قلبه
2,نعم الصديق الوفى
2,"نعم الله علي اكثر من ان احصيها الهدايه ، الصحه، سلامهالقلب، ذكاء العقل، صفاء المشاعر ، سلامهالحواس، حفظ الاحباب اللهم لك الحمد"
2,نعم الوقت يمر بسرعه
2,نعم فى البدايه كلهم اروع من الروعه
2,نعم لنجعل حب الله هو الغايه وربنا يسامح كل تائب
1,نعم مصر عايزه راجل مش واحد وسخ بيقرف
2,نعم والحمد لله
2,نفسي اروح عمره واشوف الكعبه
1,نفسي افهم من وين جاي يا ابن الكلب
1,نفسي يوم اكل وانا مش مستعجله
2,نفع الله بك يا دكتور
1,نقطه النهايه وداعا
1,نهارك اسود
2,نهارك طيب مبروك
1,نهايه مواطن طفران
1,نيله تنيلكم من وين جايبين هالحثانه
1,هات ناس تفهم والمثل بحكي اسال مجرب ولا تسال خبيير
1,هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل
1,هاد كلو كزب ياهبله والله
2,هادي الاخوه الصادقه
1,هاض بعرفو بس مقرف
1,هاض بني ادم حقير
2,هاكدا هو دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب ما يشتهون
1,هالانسان مجنون لابس بدله رياضه وجاي يغني حتى لو صوتك زين اللبس عدل
2,هاي اخلاق خليلنا الحبيب
1,هاي نتيجه انه ينحط انسان في موقع مسؤوليه
1,هدا ماهو عقل هدا تخلوف
2,هذا الشخص هو انت يامصطفى
1,هذا اللى فالحين فيه العرب فقط الهبل التخلف
1,هذا اللي انت فالح فيه بس كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام
1,هذا اللي بالنص من لجنه الحكم مفكر نفسو وديع الصافي هو شقفه علاك
1,هذا انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا من العاهات هذيل
1,هذا تشهير ملعون والدين المفروض ما يعرضونه
2,هذا سلامي يسبق البرق الطير فيه الحروف معطره بالتحيه
1,هذا صدق ولا مجنون ولا يستهبل وش القصه
1,هذا عدا عن عنصريتكم البغيضه وجلافتكم وعنجهيتكم الفارغه مع بقيه الشعوب
1,هذا لا يعني خلوها من الاشكال المصديه
1,هذا ليس مضحك بل مخزى يا للخزى العار
1,هذا معوق جنه جورج وسوف
2,هذا هو الحب الاصيل الوفي بكل معنى الوفاء
2,هذا هو الدين
2,هذا هو المهم
1,هذا واحد واطي ميمثل غير نفسه 
1,هذه البرامج اللي تخلف العاهات للفن الهابط فن اليومين هذا
2,هذه جزاء كل من يتطاول على رجال هذه الوطن العزيز
1,هذه رويدا عطيه يا الخبوول
1,هذه مشكله الذي يغني كثيرا في الحمام ويتصور انه اصبح مطرب
2,هذه من اقوال الرفيق المناضل
1,هذول مجانين اكيد ما بوافق مش هبله انا
1,هذول مخانيث
1,هذول مساجين ولا ايش
1,هع بدها بس تعلق التعليقات الزنخه
1,هع مش حلو
2,هكذا المسلمون
1,هل الثقه بالمشتركين الزياده لدرجه العمى او ان محيطهم يجاملهم بجمال صوتهم
2,هل تعلم ان المطر يتشكل اولا على هيئه بلورات ثلج داخل الغيوم يتحول الى قطرات ماء بعد ذوبانه هو في طريقه الى اليابسه
1,هل كلها صالحه للاستعمال ولا من اول استخدام تنفجر
1,هلا كففت عن قسوتك
1,هم اللي مصخرو انفسهم
1,هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى نحن شفنها
1,هنا نجد اصحاب السوء يحضرون بقوه لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم
1,هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد
1,هو بن وسخه ادمان وبالذات لو متابع اخبار وحاجات يوميه
2,هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته
1,هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
1,هو نحن خلينا نخلص ام هالبرجين الللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي من الديسي
1,هو هذا اسلامك يا زاني
1,هؤلاء معوقين
1,هي عندها صوت قوي بس للاسف الحين مثل غيرها
1,هي فلسطين راحت من قليل يا ولاد المخنثه لعنه الله عليكم فظحتونا
1,هيك بدهم الخونه اتباع ايران الاخوان المفسدون
1,و اذا فادنا بشي رح يكون في خساره كبيره بالاخر
1,و الناس يدرون شو بقول عنهم في نفسي وهم يتكلمون ما يكلمني حدا نهائي
1,و الى اسماء الاسد كـــس اخـــت زوجـــك :
2,و بحب الناس الرايقه الي بتضحك على طول
2,و تربت على كتوفنا تشحننا بالتفاؤل ايضا صباحك اسعد
2,و ما من دابه في الارض لا طائر يطير بجناحيه الا على الله رزقه
2,و مفيش احلى من قضاء ربنا
2,و نرجو لك دوام الخير المحبه من الله من الناس
1,و هكذا جنت على نفسها براقش
2,و يرزقكم من حيث لا تعلمون
1,واثق من نفسه الحبيب
1,واحد هامل
1,واحد واطي
1,وادم علينا يارب نعمه الامن والامان وسائر بلاد المسلمين
2,واذكر ربك اذا نسيت وقل عسى ان يهدينى ربى لاقرب من هذا رشدا
2,واسال الله من اثواب رحمته سترا جميلا على الزلات مشتملا وان ييسر لي سعيا اكون به مستبشرا جذلا لا باسرا وجلا *
1,واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه
1,واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو قرش مصدي وبيسوى صرمايه
2,واعظمها امه سيدنا محمد
2,والحاجه الي انت بتحبها دي هي مش اكتر من حاجه زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين
1,والشرهه على الاغبياء اللي معطينك لايك
2,والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي
1,والغناء تجد لك ??? مليون وكلهم زباله
1,والله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب الله حرام
1,والله الحياه كلها بتخزي بدونكم
2,والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار
1,والله الناس دي ما شايله هم ابدا علشان كده مسخرو نفسهم او كرامتهم راحت
2,والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم
1,والله انا خايف انو طخوا بعد هاي الصوره
1,والله انك فشلت العرب
1,والله انك ما زليه يا شيخ اكيد مدفوعله من تحت تحت
1,والله انك مسخره يا عجوز
1,والله انك مهزله
1,والله انكو ما بتخافوالله
1,والله انو مكب نفايات نوويه انا اشتغلت بالمفاعل موقعه بعلان بالسلط
1,والله انو نذل
1,والله اول واحد سمعته منهم احسب سماعتي خربا يا بطني من الضحك والله زاحفين
1,والله ايلى اختشه ماتوا
2,والله بذل نفسي مره اثنين خمسين عشان الغرام الحلال احلى لكن مين يحس يفهم يقدر
1,والله تحشيش من الاخر
2,والله ثقف نفسك ده بيقول كلام زى الفل
1,والله حرام الناس مش لاقيه توكل حتى ترفعو البنزين
1,والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه
1,والله حرام والله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء الله حرام
1,والله حرام يعني ما يدرون انهم مصخره
1,والله حرق لاخوات الكلب
2,والله رفعتوا راسنا يا شباب الله يقويكم
1,والله شككني في البرنامج انه سوبر ستار او برنامج كوميدي
1,والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره
1,والله شويه عبط الي بيغنو والحكام كمان
1,والله ظلموه لجنه الطراطير
1,والله عاهات
1,والله على بالي مجنون
1,والله عيب بهدلتو حالكم
2,والله قررات من دلواتى يا مصطفى بس انا عاز رايك فى حاجات كتير
1,والله كذب من سوبر ستار القذر هذا
1,والله لو انه فايز بعرب ايدول او من هل برامج الفارطه غير تلاقي اضعاف هذا العدد ياعمي شعب بحب السح اندح
1,والله لو طلبوا مين اللي عندو قلب قوي ??? متر للجري مايتقدم ولا حمار عربي
1,والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمده 30 ثانيه ليهربون لقبرص عن طريق البحر سباحه
1,والله ما في اشي مزعلني الا انه اسمه محمد
1,والله ما يحرر عزبت بنقاليه
1,والله مش طبيعي حرام الله غير تنتشر السرقه النهب خرب الامان النشور
1,والله مش عارفه شو بدنا نسوي نشحد مثلا
1,والله نحن مو ناقصنا وجع قلب بس ضايل علينا النووي و صحه البشر مش برضو خطيه المسؤولين ? خلص ما عاد في شي فارق والله عحب
2,والله نفسى بس الواحد بيجى عليه فترات ينسى يعمل ايه بجد
1,والله نوفي صح لسانك
1,والله هبل في هبل
2,والله هذا الى حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل الله كيانك
1,والمصحف عاهات
2,والنعم والاخلاق والنعم والصداقه والنعم الاخوه
2,وان مدحتك بالقصائد ماوفيت
1,وانا 100% بس شكلها هاي مو مدرسه
1,وانا مع انو الطاقه الشمسيه هي البديل
2,وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجا لنا الا لله
1,وانت اسكت لا تتحطم
1,واي ناس فاظيين صج عاهات
1,وبعدين تري مالقت دعم
1,وبكل تبلد اعترف لكم  باني اقل نساء الارض صبرا
1,وجعتو راسي
2,وجعلنا من الماء كل شيء حي
1,وجه الفطيره قبل تعيب الناس انظر الى حالك
2,وجه حسن وضحكه تفتح النفس وعيون خلابه
1,وجهك مش الك
